object_key,file_name,grade,subject,file_size,file_type
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\期中复习必刷卷01 素养提升-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\期中复习必刷卷01 素养提升（解析版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,期中复习必刷卷01 素养提升（解析版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,1414.99 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\期中复习必刷卷02  中考真题重组-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\期中复习必刷卷02  中考真题重组（原卷版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,期中复习必刷卷02  中考真题重组（原卷版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,2732.32 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\期中复习必刷卷02  中考真题重组-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\期中复习必刷卷02  中考真题重组（解析版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,期中复习必刷卷02  中考真题重组（解析版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,2739.62 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\考点梳理与突破01  史前时期：中国境内早期人类与文明的起源-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\考点梳理与突破01  史前时期：中国境内早期人类与文明的起源（学生版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,考点梳理与突破01  史前时期：中国境内早期人类与文明的起源（学生版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,1161.83 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\考点梳理与突破01  史前时期：中国境内早期人类与文明的起源-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\考点梳理与突破01  史前时期：中国境内早期人类与文明的起源（教师版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,考点梳理与突破01  史前时期：中国境内早期人类与文明的起源（教师版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,1165.94 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\考点梳理与突破02  夏商周时期：早期国家与社会变革-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\考点梳理与突破02  夏商周时期：早期国家与社会变革（学生版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,考点梳理与突破02  夏商周时期：早期国家与社会变革（学生版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,956.63 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\考点梳理与突破02  夏商周时期：早期国家与社会变革-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\考点梳理与突破02  夏商周时期：早期国家与社会变革（教师版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,考点梳理与突破02  夏商周时期：早期国家与社会变革（教师版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,961.61 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\考点梳理与突破03  秦汉时期：统一多民族国家的建立和巩固-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\考点梳理与突破03  秦汉时期：统一多民族国家的建立和巩固（学生版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,考点梳理与突破03  秦汉时期：统一多民族国家的建立和巩固（学生版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,2254.18 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\考点梳理与突破03  秦汉时期：统一多民族国家的建立和巩固-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\考点梳理与突破03  秦汉时期：统一多民族国家的建立和巩固（教师版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,考点梳理与突破03  秦汉时期：统一多民族国家的建立和巩固（教师版）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）.docx,七年级,历史,2266.24 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\题型专练01  选择题（50题）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\题型专练01  选择题（50题）（原卷版）.docx,题型专练01  选择题（50题）（原卷版）.docx,七年级,历史,2093.79 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\题型专练01  选择题（50题）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\题型专练01  选择题（50题）（解析版）.docx,题型专练01  选择题（50题）（解析版）.docx,七年级,历史,2105.70 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\题型专练02  判断、改错题（25题）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\题型专练02  判断、改错题（25题）（原卷版）.docx,题型专练02  判断、改错题（25题）（原卷版）.docx,七年级,历史,901.68 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\题型专练02  判断、改错题（25题）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\题型专练02  判断、改错题（25题）（解析版）.docx,题型专练02  判断、改错题（25题）（解析版）.docx,七年级,历史,912.32 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\题型专练03  材料题（20题）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\题型专练03  材料题（20题）（原卷版）.docx,题型专练03  材料题（20题）（原卷版）.docx,七年级,历史,3972.33 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2022-2023学年\题型专练03  材料题（20题）-2022-2023学年七年级历史上学期期中期末考点大串讲（部编版）\题型专练03  材料题（20题）（解析版）.docx,题型专练03  材料题（20题）（解析版）.docx,七年级,历史,3984.38 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\七上历史期中模拟卷01-2023-2024学年初中历史上学期期中考试考题猜想（部编版）.docx,七上历史期中模拟卷01-2023-2024学年初中历史上学期期中考试考题猜想（部编版）.docx,七年级,历史,2073.75 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\七上历史期中模拟卷02-2023-2024学年初中历史上学期期中考试考题猜想（部编版）.docx,七上历史期中模拟卷02-2023-2024学年初中历史上学期期中考试考题猜想（部编版）.docx,七年级,历史,1232.06 KB,docx
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\内蒙古乌兰察布市北京八中分校七年级（上）期中历史试卷（解析版）.doc,内蒙古乌兰察布市北京八中分校七年级（上）期中历史试卷（解析版）.doc,七年级,历史,87.55 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\内蒙古巴彦淖尔市临河区回校新人教版七年级历史上学期期中试卷.doc,内蒙古巴彦淖尔市临河区回校新人教版七年级历史上学期期中试卷.doc,七年级,历史,694.32 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\广东省深圳市沙井中学七年级（上）期中历史试卷（解析版）.doc,广东省深圳市沙井中学七年级（上）期中历史试卷（解析版）.doc,七年级,历史,267.40 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\江苏省盐城市射阳外国语学校七年级（上）期中历史试卷（解析版）.doc,江苏省盐城市射阳外国语学校七年级（上）期中历史试卷（解析版）.doc,七年级,历史,138.50 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\江西省南昌市初中教育集团化联盟七年级（上）期中历史试卷（解析版）.doc,江西省南昌市初中教育集团化联盟七年级（上）期中历史试卷（解析版）.doc,七年级,历史,53.50 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\江西省宜春三中七年级（上）期中历史试卷（解析版）.doc,江西省宜春三中七年级（上）期中历史试卷（解析版）.doc,七年级,历史,35.50 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\河北省唐山市滦南县第一学期期中质量检测七年级历史试卷.doc,河北省唐山市滦南县第一学期期中质量检测七年级历史试卷.doc,七年级,历史,189.62 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\河北省秦皇岛市卢龙县七年级（上）期中历史试卷（解析版）.doc,河北省秦皇岛市卢龙县七年级（上）期中历史试卷（解析版）.doc,七年级,历史,223.40 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\河南省商丘市李原一中七年级（上）期中历史试卷（解析版）.doc,河南省商丘市李原一中七年级（上）期中历史试卷（解析版）.doc,七年级,历史,126.41 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\湖北省黄冈市罗田县七年级（上）期中历史试卷（解析版）.doc,湖北省黄冈市罗田县七年级（上）期中历史试卷（解析版）.doc,七年级,历史,29.50 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\湖南省常德市澧县张公庙中学七年级（上）期中历史试卷（解析版）.doc,湖南省常德市澧县张公庙中学七年级（上）期中历史试卷（解析版）.doc,七年级,历史,102.89 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\湖南省张家界市永定区七年级（上）期中历史试卷（解析版）.doc,湖南省张家界市永定区七年级（上）期中历史试卷（解析版）.doc,七年级,历史,55.00 KB,doc
试卷\七年级\历史\历史人教版7上试卷\3、期中试卷 （13份）\2023-2024学年\甘肃省张掖四中七年级（上）期中历史试卷（解析版）.doc,甘肃省张掖四中七年级（上）期中历史试卷（解析版）.doc,七年级,历史,78.00 KB,doc
